Degrees_C,Wind_Speed,TotalCount,date_month,date_day,date_hour,date_dayofweek
14,6.0,28.0,6,28,23,6
14,7.0,60.0,6,28,22,6
14,5.0,108.0,6,28,21,6
12,4.0,104.0,6,28,20,6
14,8.0,114.0,6,28,19,6
15,8.0,153.0,6,28,18,6
17,9.0,323.0,6,28,17,6
17,9.0,599.0,6,28,16,6
17,9.0,736.0,6,28,15,6
17,11.0,849.0,6,28,14,6
17,9.0,807.0,6,28,13,6
17,11.0,750.0,6,28,12,6
17,11.0,618.0,6,28,11,6
16,11.0,335.0,6,28,10,6
16,9.0,123.0,6,28,9,6
16,10.0,59.0,6,28,8,6
14,9.0,32.0,6,28,7,6
13,9.0,19.0,6,28,6,6
12,8.0,17.0,6,28,5,6
12,6.0,52.0,6,28,4,6
12,5.0,93.0,6,28,3,6
12,7.0,102.0,6,28,2,6
13,5.0,153.0,6,28,1,6
14,6.0,214.0,6,28,0,6
13,7.0,301.0,6,27,23,5
14,5.0,392.0,6,27,22,5
14,6.0,339.0,6,27,21,5
16,5.0,439.0,6,27,20,5
16,6.0,440.0,6,27,19,5
20,9.0,512.0,6,27,18,5
21,7.0,744.0,6,27,17,5
21,6.0,906.0,6,27,16,5
21,5.0,890.0,6,27,15,5
19,5.0,896.0,6,27,14,5
20,5.0,811.0,6,27,13,5
19,5.0,744.0,6,27,12,5
18,5.0,819.0,6,27,11,5
18,5.0,665.0,6,27,10,5
16,4.0,345.0,6,27,9,5
16,4.0,132.0,6,27,8,5
16,4.0,61.0,6,27,7,5
16,7.0,34.0,6,27,6,5
16,4.0,22.0,6,27,5,5
16,3.0,29.0,6,27,4,5
16,2.0,62.0,6,27,3,5
17,2.0,75.0,6,27,2,5
18,2.0,100.0,6,27,1,5
13,6.0,120.0,6,27,0,5
19,1.0,190.0,6,26,23,4
20,1.0,205.0,6,26,22,4
21,1.0,237.0,6,26,21,4
22,3.0,255.0,6,26,20,4
23,3.0,295.0,6,26,19,4
24,3.0,377.0,6,26,18,4
24,4.0,630.0,6,26,17,4
28,3.0,805.0,6,26,16,4
28,3.0,714.0,6,26,15,4
28,2.0,642.0,6,26,14,4
26,2.0,685.0,6,26,13,4
25,2.0,648.0,6,26,12,4
23,2.0,670.0,6,26,11,4
22,2.0,435.0,6,26,10,4
23,3.0,330.0,6,26,9,4
20,2.0,169.0,6,26,8,4
18,1.0,101.0,6,26,7,4
15,1.0,80.0,6,26,6,4
13,2.0,26.0,6,26,5,4
12,1.0,46.0,6,26,4,4
12,1.0,25.0,6,26,3,4
12,1.0,50.0,6,26,2,4
13,2.0,46.0,6,26,1,4
18,2.0,71.0,6,26,0,4
13,1.0,86.0,6,25,23,3
14,2.0,105.0,6,25,22,3
15,3.0,132.0,6,25,21,3
18,3.0,182.0,6,25,20,3
20,4.0,247.0,6,25,19,3
21,4.0,363.0,6,25,18,3
21,5.0,589.0,6,25,17,3
22,5.0,711.0,6,25,16,3
22,5.0,601.0,6,25,15,3
24,5.0,636.0,6,25,14,3
24,5.0,784.0,6,25,13,3
24,6.0,674.0,6,25,12,3
24,5.0,717.0,6,25,11,3
24,3.0,524.0,6,25,10,3
22,3.0,324.0,6,25,9,3
20,3.0,241.0,6,25,8,3
18,3.0,106.0,6,25,7,3
15,2.0,57.0,6,25,6,3
13,1.0,32.0,6,25,5,3
12,2.0,32.0,6,25,4,3
12,2.0,53.0,6,25,3,3
12,2.0,44.0,6,25,2,3
12,1.0,59.0,6,25,1,3
13,1.0,60.0,6,25,0,3
13,1.0,112.0,6,24,23,2
14,2.0,153.0,6,24,22,2
16,2.0,169.0,6,24,21,2
19,2.0,206.0,6,24,20,2
21,4.0,205.0,6,24,19,2
24,4.0,334.0,6,24,18,2
25,4.0,689.0,6,24,17,2
26,5.0,889.0,6,24,16,2
26,5.0,964.0,6,24,15,2
27,4.0,1121.0,6,24,14,2
27,4.0,1191.0,6,24,13,2
27,4.0,1135.0,6,24,12,2
26,2.0,796.0,6,24,11,2
25,3.0,620.0,6,24,10,2
23,2.0,423.0,6,24,9,2
21,3.0,291.0,6,24,8,2
20,2.0,163.0,6,24,7,2
17,0.0,86.0,6,24,6,2
15,1.0,24.0,6,24,5,2
14,1.0,20.0,6,24,4,2
13,1.0,15.0,6,24,3,2
13,2.0,21.0,6,24,2,2
14,1.0,27.0,6,24,1,2
13,2.0,29.0,6,24,0,2
16,2.0,56.0,6,23,23,1
17,2.0,78.0,6,23,22,1
18,2.0,121.0,6,23,21,1
19,4.0,180.0,6,23,20,1
23,3.0,160.0,6,23,19,1
25,3.0,283.0,6,23,18,1
25,5.0,522.0,6,23,17,1
25,4.0,725.0,6,23,16,1
25,3.0,844.0,6,23,15,1
24,4.0,915.0,6,23,14,1
24,4.0,1015.0,6,23,13,1
23,5.0,940.0,6,23,12,1
22,5.0,754.0,6,23,11,1
21,4.0,529.0,6,23,10,1
21,3.0,434.0,6,23,9,1
19,4.0,290.0,6,23,8,1
17,5.0,132.0,6,23,7,1
16,5.0,85.0,6,23,6,1
15,4.0,50.0,6,23,5,1
14,3.0,13.0,6,23,4,1
14,3.0,18.0,6,23,3,1
15,3.0,19.0,6,23,2,1
16,2.0,23.0,6,23,1,1
14,1.0,35.0,6,23,0,1
18,4.0,62.0,6,22,23,0
19,4.0,91.0,6,22,22,0
19,2.0,144.0,6,22,21,0
20,3.0,191.0,6,22,20,0
22,3.0,197.0,6,22,19,0
22,6.0,277.0,6,22,18,0
22,4.0,616.0,6,22,17,0
21,5.0,775.0,6,22,16,0
21,5.0,877.0,6,22,15,0
20,5.0,886.0,6,22,14,0
20,5.0,837.0,6,22,13,0
19,6.0,1002.0,6,22,12,0
19,5.0,893.0,6,22,11,0
17,6.0,671.0,6,22,10,0
16,5.0,440.0,6,22,9,0
15,5.0,311.0,6,22,8,0
13,4.0,152.0,6,22,7,0
12,4.0,83.0,6,22,6,0
10,2.0,45.0,6,22,5,0
10,3.0,36.0,6,22,4,0
11,3.0,8.0,6,22,3,0
11,3.0,19.0,6,22,2,0
11,3.0,15.0,6,22,1,0
17,4.0,32.0,6,22,0,0
12,3.0,18.0,6,21,23,6
13,3.0,24.0,6,21,22,6
14,2.0,42.0,6,21,21,6
17,4.0,86.0,6,21,20,6
18,5.0,120.0,6,21,19,6
19,6.0,149.0,6,21,18,6
20,6.0,295.0,6,21,17,6
17,6.0,525.0,6,21,16,6
21,7.0,744.0,6,21,15,6
20,6.0,900.0,6,21,14,6
19,7.0,868.0,6,21,13,6
19,6.0,648.0,6,21,12,6
18,7.0,656.0,6,21,11,6
18,7.0,314.0,6,21,10,6
16,6.0,107.0,6,21,9,6
15,6.0,58.0,6,21,8,6
14,4.0,44.0,6,21,7,6
14,4.0,36.0,6,21,6,6
14,3.0,17.0,6,21,5,6
14,4.0,34.0,6,21,4,6
15,4.0,63.0,6,21,3,6
15,3.0,73.0,6,21,2,6
15,3.0,136.0,6,21,1,6
12,3.0,176.0,6,21,0,6
16,2.0,206.0,6,20,23,5
17,2.0,229.0,6,20,22,5
18,3.0,247.0,6,20,21,5
19,3.0,307.0,6,20,20,5
19,3.0,353.0,6,20,19,5
20,4.0,474.0,6,20,18,5
19,6.0,741.0,6,20,17,5
21,4.0,993.0,6,20,16,5
20,4.0,1086.0,6,20,15,5
20,4.0,984.0,6,20,14,5
19,5.0,890.0,6,20,13,5
19,5.0,906.0,6,20,12,5
19,5.0,805.0,6,20,11,5
18,5.0,633.0,6,20,10,5
17,4.0,309.0,6,20,9,5
15,4.0,116.0,6,20,8,5
14,4.0,70.0,6,20,7,5
13,4.0,35.0,6,20,6,5
12,4.0,21.0,6,20,5,5
12,3.0,23.0,6,20,4,5
12,4.0,69.0,6,20,3,5
12,4.0,54.0,6,20,2,5
12,2.0,82.0,6,20,1,5
16,3.0,111.0,6,20,0,5
12,2.0,87.0,6,19,23,4
14,5.0,110.0,6,19,22,4
14,4.0,112.0,6,19,21,4
14,6.0,140.0,6,19,20,4
15,6.0,156.0,6,19,19,4
15,8.0,196.0,6,19,18,4
16,6.0,341.0,6,19,17,4
17,8.0,436.0,6,19,16,4
15,7.0,376.0,6,19,15,4
18,6.0,358.0,6,19,14,4
18,4.0,466.0,6,19,13,4
16,3.0,451.0,6,19,12,4
18,4.0,374.0,6,19,11,4
17,4.0,302.0,6,19,10,4
16,3.0,207.0,6,19,9,4
16,3.0,104.0,6,19,8,4
14,1.0,65.0,6,19,7,4
12,0.0,48.0,6,19,6,4
11,1.0,21.0,6,19,5,4
11,1.0,14.0,6,19,4,4
12,1.0,16.0,6,19,3,4
12,1.0,25.0,6,19,2,4
12,1.0,19.0,6,19,1,4
12,3.0,32.0,6,19,0,4
14,2.0,43.0,6,18,23,3
14,2.0,54.0,6,18,22,3
14,2.0,79.0,6,18,21,3
15,2.0,101.0,6,18,20,3
15,2.0,117.0,6,18,19,3
15,3.0,163.0,6,18,18,3
14,3.0,339.0,6,18,17,3
14,5.0,418.0,6,18,16,3
14,6.0,399.0,6,18,15,3
14,6.0,392.0,6,18,14,3
13,6.0,500.0,6,18,13,3
13,6.0,526.0,6,18,12,3
13,6.0,417.0,6,18,11,3
13,5.0,288.0,6,18,10,3
13,5.0,195.0,6,18,9,3
13,5.0,144.0,6,18,8,3
13,4.0,66.0,6,18,7,3
13,4.0,37.0,6,18,6,3
12,5.0,19.0,6,18,5,3
13,4.0,24.0,6,18,4,3
13,4.0,64.0,6,18,3,3
13,4.0,50.0,6,18,2,3
13,4.0,46.0,6,18,1,3
13,1.0,47.0,6,18,0,3
13,4.0,104.0,6,17,23,2
13,3.0,160.0,6,17,22,2
13,3.0,181.0,6,17,21,2
14,2.0,247.0,6,17,20,2
15,4.0,259.0,6,17,19,2
15,4.0,325.0,6,17,18,2
15,5.0,587.0,6,17,17,2
17,5.0,801.0,6,17,16,2
19,4.0,772.0,6,17,15,2
18,4.0,772.0,6,17,14,2
19,4.0,934.0,6,17,13,2
19,3.0,942.0,6,17,12,2
18,3.0,665.0,6,17,11,2
15,3.0,457.0,6,17,10,2
13,2.0,280.0,6,17,9,2
13,2.0,185.0,6,17,8,2
12,1.0,70.0,6,17,7,2
12,3.0,58.0,6,17,6,2
12,3.0,31.0,6,17,5,2
12,2.0,15.0,6,17,4,2
12,3.0,38.0,6,17,3,2
12,2.0,21.0,6,17,2,2
12,2.0,32.0,6,17,1,2
13,4.0,49.0,6,17,0,2
12,3.0,46.0,6,16,23,1
13,3.0,120.0,6,16,21,1
13,2.0,145.0,6,16,20,1
13,3.0,190.0,6,16,19,1
14,3.0,263.0,6,16,18,1
14,4.0,479.0,6,16,17,1
17,4.0,623.0,6,16,16,1
17,4.0,635.0,6,16,15,1
18,2.0,752.0,6,16,14,1
17,2.0,843.0,6,16,13,1
16,2.0,857.0,6,16,12,1
14,2.0,646.0,6,16,11,1
14,1.0,494.0,6,16,10,1
13,2.0,317.0,6,16,9,1
12,2.0,206.0,6,16,8,1
12,3.0,116.0,6,16,7,1
12,1.0,74.0,6,16,6,1
12,2.0,22.0,6,16,5,1
12,2.0,15.0,6,16,4,1
12,1.0,22.0,6,16,3,1
12,1.0,26.0,6,16,2,1
12,2.0,33.0,6,16,1,1
12,2.0,56.0,6,16,0,1
12,2.0,54.0,6,15,23,0
13,2.0,106.0,6,15,22,0
13,2.0,130.0,6,15,21,0
14,3.0,142.0,6,15,20,0
15,4.0,217.0,6,15,19,0
18,4.0,301.0,6,15,18,0
19,4.0,557.0,6,15,17,0
19,3.0,750.0,6,15,16,0
19,2.0,735.0,6,15,15,0
18,2.0,802.0,6,15,14,0
17,1.0,1067.0,6,15,13,0
17,1.0,992.0,6,15,12,0
16,1.0,734.0,6,15,11,0
15,1.0,562.0,6,15,10,0
14,1.0,405.0,6,15,9,0
14,1.0,254.0,6,15,8,0
13,1.0,130.0,6,15,7,0
13,1.0,95.0,6,15,6,0
13,1.0,38.0,6,15,5,0
13,1.0,36.0,6,15,4,0
13,2.0,82.0,6,15,3,0
13,2.0,81.0,6,15,2,0
13,2.0,116.0,6,15,1,0
12,2.0,125.0,6,15,0,0
13,2.0,56.0,6,14,23,6
13,2.0,50.0,6,14,22,6
13,4.0,61.0,6,14,21,6
13,3.0,68.0,6,14,20,6
13,3.0,97.0,6,14,19,6
14,4.0,110.0,6,14,18,6
16,4.0,175.0,6,14,17,6
19,4.0,358.0,6,14,16,6
18,3.0,471.0,6,14,15,6
18,3.0,532.0,6,14,14,6
18,3.0,519.0,6,14,13,6
18,3.0,438.0,6,14,12,6
17,3.0,445.0,6,14,11,6
15,3.0,209.0,6,14,10,6
13,3.0,77.0,6,14,9,6
13,2.0,43.0,6,14,8,6
12,3.0,24.0,6,14,7,6
12,3.0,15.0,6,14,6,6
12,3.0,8.0,6,14,5,6
12,4.0,28.0,6,14,4,6
12,3.0,51.0,6,14,3,6
12,3.0,45.0,6,14,2,6
12,2.0,80.0,6,14,1,6
12,2.0,104.0,6,14,0,6
13,2.0,99.0,6,13,23,5
13,3.0,132.0,6,13,22,5
13,3.0,139.0,6,13,21,5
14,4.0,196.0,6,13,20,5
17,4.0,238.0,6,13,19,5
18,5.0,248.0,6,13,18,5
20,4.0,350.0,6,13,17,5
20,4.0,560.0,6,13,16,5
19,4.0,681.0,6,13,15,5
19,4.0,660.0,6,13,14,5
19,5.0,586.0,6,13,13,5
19,5.0,561.0,6,13,12,5
18,5.0,525.0,6,13,11,5
18,3.0,346.0,6,13,10,5
15,3.0,203.0,6,13,9,5
14,3.0,75.0,6,13,8,5
14,1.0,47.0,6,13,7,5
13,2.0,17.0,6,13,6,5
13,3.0,17.0,6,13,5,5
12,3.0,20.0,6,13,4,5
12,3.0,30.0,6,13,3,5
12,3.0,39.0,6,13,2,5
12,4.0,54.0,6,13,1,5
13,2.0,67.0,6,13,0,5
12,4.0,76.0,6,12,23,4
12,4.0,103.0,6,12,22,4
12,4.0,109.0,6,12,21,4
12,4.0,126.0,6,12,20,4
12,5.0,151.0,6,12,19,4
12,5.0,140.0,6,12,18,4
13,5.0,294.0,6,12,17,4
13,6.0,369.0,6,12,16,4
13,6.0,384.0,6,12,15,4
13,6.0,392.0,6,12,14,4
14,6.0,403.0,6,12,13,4
13,7.0,405.0,6,12,12,4
13,8.0,328.0,6,12,11,4
13,7.0,232.0,6,12,10,4
13,6.0,155.0,6,12,9,4
13,6.0,112.0,6,12,8,4
13,6.0,51.0,6,12,7,4
13,5.0,40.0,6,12,6,4
12,5.0,13.0,6,12,5,4
13,6.0,15.0,6,12,4,4
13,6.0,13.0,6,12,3,4
13,5.0,23.0,6,12,2,4
12,6.0,19.0,6,12,1,4
12,3.0,23.0,6,12,0,4
12,7.0,36.0,6,11,23,3
12,6.0,57.0,6,11,22,3
11,6.0,85.0,6,11,21,3
11,6.0,95.0,6,11,20,3
11,7.0,122.0,6,11,19,3
11,9.0,160.0,6,11,18,3
12,7.0,338.0,6,11,17,3
12,7.0,428.0,6,11,16,3
12,7.0,467.0,6,11,15,3
12,7.0,409.0,6,11,11,3
12,7.0,314.0,6,11,10,3
12,6.0,204.0,6,11,9,3
12,5.0,139.0,6,11,8,3
11,6.0,79.0,6,11,7,3
12,7.0,47.0,6,11,6,3
12,7.0,21.0,6,11,5,3
11,6.0,20.0,6,11,4,3
11,6.0,30.0,6,11,3,3
11,5.0,28.0,6,11,2,3
11,3.0,28.0,6,11,1,3
12,7.0,29.0,6,11,0,3
10,5.0,29.0,6,10,23,2
11,4.0,43.0,6,10,22,2
11,3.0,109.0,6,10,21,2
11,4.0,105.0,6,10,20,2
12,4.0,131.0,6,10,19,2
12,4.0,171.0,6,10,18,2
13,3.0,355.0,6,10,17,2
13,3.0,423.0,6,10,16,2
12,3.0,504.0,6,10,15,2
13,2.0,518.0,6,10,14,2
14,2.0,606.0,6,10,13,2
13,3.0,585.0,6,10,12,2
12,2.0,388.0,6,10,11,2
12,4.0,314.0,6,10,10,2
11,3.0,220.0,6,10,9,2
10,2.0,146.0,6,10,8,2
10,2.0,82.0,6,10,7,2
10,1.0,59.0,6,10,6,2
10,1.0,19.0,6,10,5,2
9,1.0,7.0,6,10,4,2
10,0.0,5.0,6,10,3,2
11,1.0,7.0,6,10,2,2
11,2.0,9.0,6,10,1,2
10,4.0,14.0,6,10,0,2
12,2.0,52.0,6,9,23,1
11,3.0,86.0,6,9,22,1
11,2.0,124.0,6,9,21,1
12,3.0,127.0,6,9,20,1
14,3.0,155.0,6,9,19,1
15,3.0,190.0,6,9,18,1
16,3.0,400.0,6,9,17,1
15,3.0,494.0,6,9,16,1
15,2.0,490.0,6,9,15,1
15,3.0,474.0,6,9,14,1
14,3.0,556.0,6,9,13,1
15,2.0,589.0,6,9,12,1
15,3.0,570.0,6,9,11,1
15,1.0,455.0,6,9,10,1
13,1.0,271.0,6,9,9,1
12,1.0,171.0,6,9,8,1
11,1.0,111.0,6,9,7,1
9,0.0,62.0,6,9,6,1
7,0.0,21.0,6,9,5,1
5,1.0,12.0,6,9,4,1
6,1.0,53.0,6,9,3,1
5,1.0,28.0,6,9,2,1
6,1.0,27.0,6,9,1,1
11,2.0,31.0,6,9,0,1
5,0.0,44.0,6,8,23,0
6,1.0,56.0,6,8,22,0
7,2.0,92.0,6,8,21,0
10,3.0,108.0,6,8,20,0
11,4.0,133.0,6,8,19,0
11,3.0,174.0,6,8,18,0
12,4.0,333.0,6,8,17,0
12,4.0,432.0,6,8,16,0
13,3.0,457.0,6,8,15,0
13,3.0,543.0,6,8,14,0
12,3.0,690.0,6,8,13,0
13,3.0,607.0,6,8,12,0
12,4.0,514.0,6,8,11,0
11,4.0,403.0,6,8,10,0
11,3.0,231.0,6,8,9,0
11,4.0,153.0,6,8,8,0
10,4.0,84.0,6,8,7,0
9,3.0,55.0,6,8,6,0
8,3.0,20.0,6,8,5,0
8,2.0,13.0,6,8,4,0
9,3.0,6.0,6,8,3,0
9,3.0,16.0,6,8,2,0
9,4.0,20.0,6,8,1,0
5,1.0,47.0,6,8,0,0
10,4.0,113.0,6,7,23,6
10,4.0,91.0,6,7,22,6
10,3.0,52.0,6,7,21,6
10,4.0,52.0,6,7,20,6
10,6.0,86.0,6,7,19,6
11,6.0,88.0,6,7,18,6
11,5.0,136.0,6,7,17,6
11,6.0,274.0,6,7,16,6
11,7.0,342.0,6,7,15,6
11,7.0,471.0,6,7,14,6
11,7.0,464.0,6,7,13,6
12,7.0,415.0,6,7,12,6
11,7.0,363.0,6,7,11,6
11,6.0,190.0,6,7,10,6
11,6.0,65.0,6,7,9,6
11,5.0,36.0,6,7,8,6
10,4.0,17.0,6,7,7,6
9,2.0,15.0,6,7,6,6
9,2.0,8.0,6,7,5,6
9,2.0,21.0,6,7,4,6
9,2.0,26.0,6,7,3,6
8,2.0,30.0,6,7,2,6
8,3.0,46.0,6,7,1,6
9,3.0,72.0,6,7,0,6
9,3.0,142.0,6,6,23,5
9,4.0,156.0,6,6,22,5
11,3.0,105.0,6,6,21,5
11,4.0,122.0,6,6,20,5
11,5.0,200.0,6,6,19,5
11,4.0,237.0,6,6,18,5
12,6.0,414.0,6,6,17,5
13,9.0,570.0,6,6,16,5
12,8.0,677.0,6,6,15,5
12,8.0,707.0,6,6,14,5
12,9.0,640.0,6,6,13,5
11,9.0,585.0,6,6,12,5
11,7.0,530.0,6,6,11,5
13,9.0,361.0,6,6,10,5
12,7.0,180.0,6,6,9,5
11,6.0,70.0,6,6,8,5
10,6.0,35.0,6,6,7,5
9,5.0,24.0,6,6,6,5
8,5.0,14.0,6,6,5,5
8,6.0,24.0,6,6,4,5
8,6.0,44.0,6,6,3,5
8,7.0,50.0,6,6,2,5
8,6.0,55.0,6,6,1,5
8,3.0,75.0,6,6,0,5
8,7.0,62.0,6,5,23,4
9,7.0,78.0,6,5,22,4
9,5.0,67.0,6,5,21,4
10,6.0,127.0,6,5,20,4
9,3.0,137.0,6,5,19,4
12,5.0,157.0,6,5,18,4
12,3.0,348.0,6,5,17,4
11,5.0,449.0,6,5,16,4
9,5.0,496.0,6,5,15,4
10,3.0,606.0,6,5,14,4
13,6.0,670.0,6,5,13,4
13,6.0,697.0,6,5,12,4
13,6.0,559.0,6,5,11,4
11,6.0,377.0,6,5,10,4
11,6.0,290.0,6,5,9,4
9,6.0,174.0,6,5,8,4
8,4.0,95.0,6,5,7,4
8,3.0,61.0,6,5,6,4
7,3.0,19.0,6,5,5,4
7,4.0,25.0,6,5,4,4
8,2.0,16.0,6,5,3,4
8,4.0,18.0,6,5,2,4
8,3.0,26.0,6,5,1,4
8,7.0,40.0,6,5,0,4
8,3.0,37.0,6,4,23,3
8,2.0,57.0,6,4,22,3
9,1.0,72.0,6,4,21,3
9,2.0,90.0,6,4,20,3
10,2.0,116.0,6,4,19,3
10,2.0,134.0,6,4,18,3
10,3.0,284.0,6,4,17,3
10,4.0,372.0,6,4,16,3
14,2.0,339.0,6,4,15,3
14,2.0,333.0,6,4,14,3
12,3.0,452.0,6,4,13,3
11,3.0,415.0,6,4,12,3
12,4.0,354.0,6,4,11,3
11,4.0,278.0,6,4,10,3
12,4.0,180.0,6,4,9,3
10,5.0,122.0,6,4,8,3
9,4.0,60.0,6,4,7,3
9,4.0,39.0,6,4,6,3
9,3.0,18.0,6,4,5,3
9,3.0,15.0,6,4,4,3
9,4.0,28.0,6,4,3,3
9,3.0,24.0,6,4,2,3
10,4.0,24.0,6,4,1,3
9,2.0,38.0,6,4,0,3
10,4.0,45.0,6,3,23,2
9,3.0,53.0,6,3,22,2
10,3.0,62.0,6,3,21,2
11,4.0,84.0,6,3,20,2
11,5.0,106.0,6,3,19,2
10,5.0,126.0,6,3,18,2
11,5.0,268.0,6,3,17,2
11,6.0,333.0,6,3,16,2
12,6.0,377.0,6,3,15,2
12,6.0,374.0,6,3,14,2
12,6.0,482.0,6,3,13,2
13,7.0,468.0,6,3,12,2
14,7.0,333.0,6,3,11,2
14,5.0,282.0,6,3,10,2
13,5.0,170.0,6,3,9,2
13,5.0,126.0,6,3,8,2
13,4.0,61.0,6,3,7,2
13,3.0,37.0,6,3,6,2
13,3.0,13.0,6,3,5,2
13,2.0,9.0,6,3,4,2
13,2.0,11.0,6,3,3,2
13,2.0,11.0,6,3,2,2
13,2.0,14.0,6,3,1,2
10,4.0,9.0,6,3,0,2
13,2.0,50.0,6,2,23,1
12,2.0,80.0,6,2,22,1
12,0.0,116.0,6,2,21,1
14,2.0,117.0,6,2,20,1
17,3.0,145.0,6,2,19,1
17,4.0,177.0,6,2,18,1
19,5.0,369.0,6,2,17,1
21,5.0,456.0,6,2,16,1
20,6.0,453.0,6,2,15,1
21,4.0,437.0,6,2,14,1
21,3.0,503.0,6,2,13,1
21,3.0,543.0,6,2,12,1
20,3.0,514.0,6,2,11,1
19,3.0,420.0,6,2,10,1
18,3.0,251.0,6,2,9,1
17,3.0,159.0,6,2,8,1
14,2.0,103.0,6,2,7,1
11,2.0,58.0,6,2,6,1
8,1.0,21.0,6,2,5,1
7,1.0,12.0,6,2,4,1
7,1.0,50.0,6,2,3,1
7,2.0,26.0,6,2,2,1
9,1.0,28.0,6,2,1,1
14,2.0,31.0,6,2,0,1
10,2.0,50.0,6,1,23,0
11,2.0,63.0,6,1,22,0
11,2.0,104.0,6,1,21,0
13,3.0,122.0,6,1,20,0
15,4.0,148.0,6,1,19,0
16,5.0,194.0,6,1,18,0
18,5.0,371.0,6,1,17,0
18,5.0,481.0,6,1,16,0
19,6.0,507.0,6,1,15,0
19,6.0,604.0,6,1,14,0
20,5.0,742.0,6,1,13,0
19,6.0,675.0,6,1,12,0
20,6.0,571.0,6,1,11,0
19,5.0,448.0,6,1,10,0
18,5.0,258.0,6,1,9,0
17,6.0,171.0,6,1,8,0
15,5.0,95.0,6,1,7,0
13,4.0,63.0,6,1,6,0
9,2.0,24.0,6,1,5,0
7,2.0,17.0,6,1,4,0
7,1.0,9.0,6,1,3,0
9,2.0,21.0,6,1,2,0
9,1.0,25.0,6,1,1,0
10,2.0,54.0,6,1,0,0
10,1.0,111.0,5,31,23,6
10,1.0,133.0,5,31,22,6
11,2.0,151.0,5,31,21,6
14,3.0,159.0,5,31,20,6
17,4.0,205.0,5,31,19,6
18,5.0,232.0,5,31,18,6
19,5.0,349.0,5,31,17,6
20,6.0,492.0,5,31,16,6
21,6.0,471.0,5,31,15,6
21,5.0,579.0,5,31,14,6
20,5.0,540.0,5,31,13,6
19,5.0,440.0,5,31,12,6
20,5.0,417.0,5,31,11,6
18,4.0,189.0,5,31,10,6
18,4.0,82.0,5,31,9,6
16,4.0,37.0,5,31,8,6
14,4.0,16.0,5,31,7,6
11,1.0,12.0,5,31,6,6
8,1.0,12.0,5,31,5,6
6,1.0,25.0,5,31,4,6
7,2.0,60.0,5,31,3,6
8,2.0,48.0,5,31,2,6
8,2.0,76.0,5,31,1,6
9,2.0,97.0,5,31,0,6
9,2.0,225.0,5,30,23,5
9,2.0,247.0,5,30,22,5
10,2.0,165.0,5,30,21,5
12,3.0,193.0,5,30,20,5
14,5.0,317.0,5,30,19,5
15,6.0,374.0,5,30,18,5
16,6.0,656.0,5,30,17,5
17,6.0,902.0,5,30,16,5
17,7.0,1071.0,5,30,15,5
17,6.0,1118.0,5,30,14,5
18,6.0,1013.0,5,30,13,5
17,6.0,925.0,5,30,12,5
17,6.0,838.0,5,30,11,5
17,5.0,571.0,5,30,10,5
16,5.0,285.0,5,30,9,5
15,5.0,112.0,5,30,8,5
14,4.0,56.0,5,30,7,5
12,2.0,38.0,5,30,6,5
9,1.0,23.0,5,30,5,5
7,1.0,39.0,5,30,4,5
7,1.0,69.0,5,30,3,5
7,2.0,79.0,5,30,2,5
7,2.0,87.0,5,30,1,5
9,2.0,118.0,5,30,0,5
8,2.0,75.0,5,29,23,4
9,2.0,82.0,5,29,22,4
11,2.0,93.0,5,29,21,4
13,3.0,175.0,5,29,20,4
16,3.0,191.0,5,29,19,4
17,4.0,253.0,5,29,18,4
18,4.0,382.0,5,29,17,4
19,5.0,536.0,5,29,16,4
20,4.0,546.0,5,29,15,4
20,5.0,685.0,5,29,14,4
21,4.0,799.0,5,29,13,4
20,4.0,792.0,5,29,12,4
20,3.0,603.0,5,29,11,4
19,3.0,459.0,5,29,10,4
18,2.0,255.0,5,29,9,4
16,3.0,146.0,5,29,8,4
15,2.0,94.0,5,29,7,4
13,1.0,48.0,5,29,6,4
8,1.0,16.0,5,29,5,4
7,0.0,22.0,5,29,4,4
7,1.0,6.0,5,29,3,4
8,1.0,17.0,5,29,2,4
9,1.0,21.0,5,29,1,4
8,1.0,25.0,5,29,0,4
12,1.0,71.0,5,28,23,3
13,2.0,98.0,5,28,22,3
14,2.0,112.0,5,28,21,3
15,3.0,119.0,5,28,20,3
17,3.0,160.0,5,28,19,3
19,5.0,198.0,5,28,18,3
21,4.0,431.0,5,28,17,3
22,2.0,544.0,5,28,16,3
22,2.0,690.0,5,28,15,3
22,2.0,821.0,5,28,14,3
21,4.0,784.0,5,28,13,3
20,3.0,669.0,5,28,12,3
19,3.0,604.0,5,28,11,3
17,3.0,369.0,5,28,10,3
16,3.0,249.0,5,28,9,3
14,2.0,119.0,5,28,8,3
12,2.0,81.0,5,28,7,3
11,1.0,46.0,5,28,6,3
10,2.0,16.0,5,28,5,3
11,2.0,24.0,5,28,4,3
10,1.0,63.0,5,28,3,3
10,1.0,37.0,5,28,2,3
9,1.0,45.0,5,28,1,3
10,1.0,34.0,5,28,0,3
7,1.0,70.0,5,27,23,2
8,1.0,91.0,5,27,22,2
9,2.0,100.0,5,27,21,2
11,3.0,113.0,5,27,20,2
14,4.0,128.0,5,27,19,2
15,5.0,180.0,5,27,18,2
16,5.0,358.0,5,27,17,2
15,5.0,425.0,5,27,16,2
17,5.0,461.0,5,27,15,2
18,5.0,489.0,5,27,14,2
