Degrees_C,Wind_Speed,TotalCount,date_month,date_day,date_hour,date_dayofweek
5,4.0,49.0,1,16,4,3
5,4.0,187.0,1,16,3,3
6,5.0,136.0,1,16,2,3
6,7.0,157.0,1,16,1,3
11,5.0,132.0,1,16,0,3
6,7.0,222.0,1,15,23,2
6,8.0,300.0,1,15,22,2
6,7.0,301.0,1,15,21,2
6,8.0,349.0,1,15,20,2
7,8.0,395.0,1,15,19,2
7,7.0,586.0,1,15,18,2
7,9.0,984.0,1,15,17,2
8,8.0,1451.0,1,15,16,2
9,9.0,1792.0,1,15,15,2
9,8.0,2076.0,1,15,14,2
8,8.0,1945.0,1,15,13,2
7,8.0,2061.0,1,15,12,2
7,8.0,1442.0,1,15,11,2
7,7.0,1094.0,1,15,10,2
6,6.0,938.0,1,15,9,2
6,6.0,592.0,1,15,8,2
6,6.0,275.0,1,15,7,2
6,6.0,169.0,1,15,6,2
7,6.0,62.0,1,15,5,2
7,4.0,36.0,1,15,4,2
7,5.0,160.0,1,15,3,2
7,4.0,218.0,1,15,2,2
8,7.0,153.0,1,15,1,2
6,8.0,170.0,1,15,0,2
9,6.0,157.0,1,14,23,1
9,7.0,261.0,1,14,22,1
9,5.0,217.0,1,14,21,1
10,8.0,318.0,1,14,20,1
12,11.0,364.0,1,14,19,1
13,10.0,520.0,1,14,18,1
13,9.0,1005.0,1,14,17,1
10,7.0,1222.0,1,14,16,1
8,6.0,1386.0,1,14,15,1
7,4.0,1599.0,1,14,14,1
7,4.0,1926.0,1,14,13,1
7,6.0,1960.0,1,14,12,1
7,8.0,1372.0,1,14,11,1
7,9.0,1056.0,1,14,10,1
6,7.0,530.0,1,14,9,1
6,7.0,504.0,1,14,8,1
6,6.0,359.0,1,14,7,1
6,7.0,145.0,1,14,6,1
6,6.0,56.0,1,14,5,1
6,6.0,51.0,1,14,4,1
6,6.0,62.0,1,14,3,1
6,7.0,70.0,1,14,2,1
7,9.0,69.0,1,14,1,1
8,7.0,125.0,1,14,0,1
7,8.0,103.0,1,13,23,0
7,7.0,146.0,1,13,22,0
6,7.0,132.0,1,13,21,0
7,6.0,229.0,1,13,20,0
8,9.0,241.0,1,13,19,0
8,9.0,360.0,1,13,18,0
8,8.0,864.0,1,13,17,0
8,8.0,1032.0,1,13,16,0
8,8.0,1286.0,1,13,15,0
8,6.0,1287.0,1,13,14,0
7,6.0,1543.0,1,13,13,0
6,5.0,1570.0,1,13,12,0
5,6.0,1167.0,1,13,11,0
5,4.0,844.0,1,13,10,0
4,5.0,633.0,1,13,9,0
5,4.0,449.0,1,13,8,0
5,6.0,218.0,1,13,7,0
4,4.0,118.0,1,13,6,0
4,6.0,65.0,1,13,5,0
4,5.0,51.0,1,13,4,0
5,5.0,102.0,1,13,3,0
4,3.0,365.0,1,13,2,0
4,5.0,316.0,1,13,1,0
7,9.0,339.0,1,13,0,0
4,3.0,770.0,1,12,23,6
4,2.0,295.0,1,12,22,6
5,3.0,160.0,1,12,21,6
5,4.0,229.0,1,12,20,6
5,4.0,279.0,1,12,19,6
5,4.0,271.0,1,12,18,6
6,4.0,545.0,1,12,17,6
7,4.0,1257.0,1,12,16,6
8,6.0,1986.0,1,12,15,6
8,5.0,2162.0,1,12,14,6
7,6.0,2033.0,1,12,13,6
7,4.0,2047.0,1,12,12,6
7,5.0,1414.0,1,12,11,6
8,3.0,646.0,1,12,10,6
7,2.0,244.0,1,12,9,6
7,1.0,138.0,1,12,8,6
7,1.0,54.0,1,12,7,6
6,2.0,36.0,1,12,6,6
6,2.0,43.0,1,12,5,6
7,1.0,119.0,1,12,4,6
7,1.0,215.0,1,12,3,6
8,3.0,198.0,1,12,2,6
8,4.0,300.0,1,12,1,6
4,4.0,349.0,1,12,0,6
9,4.0,587.0,1,11,23,5
9,4.0,638.0,1,11,22,5
9,4.0,667.0,1,11,21,5
10,7.0,722.0,1,11,20,5
11,11.0,717.0,1,11,19,5
11,11.0,1053.0,1,11,18,5
11,12.0,1865.0,1,11,17,5
11,11.0,2812.0,1,11,16,5
11,11.0,3753.0,1,11,15,5
11,11.0,4046.0,1,11,14,5
10,13.0,3876.0,1,11,13,5
10,10.0,3187.0,1,11,12,5
10,9.0,2743.0,1,11,11,5
10,8.0,1843.0,1,11,10,5
9,7.0,745.0,1,11,9,5
9,5.0,396.0,1,11,8,5
8,8.0,129.0,1,11,7,5
8,8.0,159.0,1,11,6,5
7,10.0,108.0,1,11,4,5
7,8.0,158.0,1,11,3,5
7,10.0,236.0,1,11,2,5
6,6.0,242.0,1,11,1,5
9,4.0,264.0,1,11,0,5
6,7.0,266.0,1,10,23,4
6,6.0,319.0,1,10,22,4
6,6.0,283.0,1,10,21,4
5,5.0,291.0,1,10,20,4
5,4.0,352.0,1,10,19,4
5,3.0,515.0,1,10,18,4
4,3.0,1097.0,1,10,17,4
6,3.0,1408.0,1,10,16,4
6,2.0,1600.0,1,10,15,4
7,3.0,1698.0,1,10,14,4
6,3.0,1902.0,1,10,13,4
5,4.0,1945.0,1,10,12,4
5,4.0,1478.0,1,10,11,4
4,4.0,1005.0,1,10,10,4
4,2.0,716.0,1,10,9,4
4,3.0,458.0,1,10,8,4
4,4.0,183.0,1,10,7,4
4,4.0,86.0,1,10,6,4
5,4.0,50.0,1,10,5,4
5,4.0,31.0,1,10,4,4
5,4.0,59.0,1,10,3,4
5,4.0,65.0,1,10,2,4
5,4.0,88.0,1,10,1,4
6,8.0,120.0,1,10,0,4
6,3.0,143.0,1,9,23,3
6,3.0,119.0,1,9,22,3
5,2.0,164.0,1,9,21,3
6,2.0,177.0,1,9,20,3
6,2.0,205.0,1,9,19,3
5,2.0,406.0,1,9,18,3
6,6.0,817.0,1,9,17,3
5,4.0,1044.0,1,9,16,3
6,6.0,1151.0,1,9,15,3
6,7.0,1632.0,1,9,14,3
7,6.0,1640.0,1,9,13,3
9,7.0,1614.0,1,9,12,3
11,6.0,1171.0,1,9,11,3
10,8.0,848.0,1,9,10,3
10,7.0,648.0,1,9,9,3
9,5.0,447.0,1,9,8,3
6,1.0,199.0,1,9,7,3
6,1.0,97.0,1,9,6,3
6,4.0,51.0,1,9,5,3
6,5.0,27.0,1,9,4,3
5,5.0,91.0,1,9,3,3
5,4.0,83.0,1,9,2,3
6,3.0,111.0,1,9,1,3
5,4.0,123.0,1,9,0,3
6,2.0,177.0,1,8,23,2
6,2.0,242.0,1,8,22,2
6,1.0,183.0,1,8,21,2
6,2.0,242.0,1,8,20,2
6,2.0,295.0,1,8,19,2
7,2.0,378.0,1,8,18,2
7,1.0,994.0,1,8,17,2
8,3.0,1246.0,1,8,16,2
8,4.0,1469.0,1,8,15,2
9,5.0,1720.0,1,8,14,2
9,4.0,1879.0,1,8,13,2
9,4.0,2110.0,1,8,12,2
9,3.0,1443.0,1,8,11,2
9,4.0,1073.0,1,8,10,2
9,2.0,876.0,1,8,9,2
9,3.0,544.0,1,8,8,2
10,6.0,253.0,1,8,7,2
11,5.0,101.0,1,8,6,2
11,6.0,47.0,1,8,5,2
12,8.0,41.0,1,8,4,2
12,7.0,31.0,1,8,3,2
12,5.0,80.0,1,8,2,2
13,7.0,60.0,1,8,1,2
6,3.0,84.0,1,8,0,2
13,8.0,151.0,1,7,23,1
13,9.0,193.0,1,7,22,1
13,8.0,126.0,1,7,21,1
13,10.0,235.0,1,7,20,1
13,10.0,244.0,1,7,19,1
13,10.0,353.0,1,7,18,1
12,8.0,832.0,1,7,17,1
11,8.0,1145.0,1,7,16,1
10,6.0,1292.0,1,7,15,1
9,5.0,1534.0,1,7,14,1
9,6.0,1790.0,1,7,13,1
8,6.0,1810.0,1,7,12,1
8,7.0,1315.0,1,7,11,1
8,8.0,907.0,1,7,10,1
7,7.0,701.0,1,7,9,1
7,5.0,484.0,1,7,8,1
6,4.0,176.0,1,7,7,1
6,4.0,116.0,1,7,6,1
5,3.0,91.0,1,7,5,1
6,2.0,37.0,1,7,4,1
6,4.0,45.0,1,7,3,1
6,5.0,87.0,1,7,2,1
6,4.0,80.0,1,7,1,1
13,7.0,86.0,1,7,0,1
7,6.0,122.0,1,6,23,0
7,4.0,179.0,1,6,22,0
8,5.0,145.0,1,6,21,0
8,5.0,277.0,1,6,20,0
8,5.0,219.0,1,6,19,0
8,6.0,332.0,1,6,18,0
8,8.0,903.0,1,6,17,0
8,8.0,1226.0,1,6,16,0
8,8.0,1469.0,1,6,15,0
9,6.0,1800.0,1,6,14,0
8,5.0,2081.0,1,6,13,0
8,8.0,2125.0,1,6,12,0
8,7.0,1535.0,1,6,11,0
7,7.0,1018.0,1,6,10,0
8,7.0,645.0,1,6,9,0
8,7.0,487.0,1,6,8,0
8,6.0,203.0,1,6,7,0
8,7.0,101.0,1,6,6,0
8,6.0,89.0,1,6,5,0
7,6.0,26.0,1,6,4,0
8,6.0,21.0,1,6,3,0
8,5.0,42.0,1,6,2,0
8,6.0,48.0,1,6,1,0
7,5.0,68.0,1,6,0,0
8,3.0,114.0,1,5,23,6
8,3.0,151.0,1,5,22,6
8,4.0,135.0,1,5,21,6
9,5.0,209.0,1,5,20,6
9,4.0,272.0,1,5,19,6
9,5.0,301.0,1,5,18,6
9,6.0,621.0,1,5,17,6
9,5.0,1402.0,1,5,16,6
9,5.0,2410.0,1,5,15,6
9,5.0,2940.0,1,5,14,6
8,4.0,2834.0,1,5,13,6
9,6.0,2489.0,1,5,12,6
8,7.0,1913.0,1,5,11,6
7,6.0,731.0,1,5,10,6
7,7.0,320.0,1,5,9,6
7,7.0,160.0,1,5,8,6
7,4.0,119.0,1,5,7,6
7,5.0,55.0,1,5,6,6
7,4.0,35.0,1,5,5,6
7,4.0,64.0,1,5,4,6
7,4.0,309.0,1,5,3,6
7,4.0,206.0,1,5,2,6
7,4.0,246.0,1,5,1,6
8,3.0,274.0,1,5,0,6
7,4.0,332.0,1,4,23,5
7,4.0,338.0,1,4,22,5
7,3.0,395.0,1,4,21,5
7,4.0,458.0,1,4,20,5
7,3.0,502.0,1,4,19,5
8,4.0,633.0,1,4,18,5
8,3.0,1354.0,1,4,17,5
8,5.0,2298.0,1,4,16,5
9,6.0,2944.0,1,4,15,5
9,8.0,3341.0,1,4,14,5
9,7.0,2827.0,1,4,13,5
9,8.0,2698.0,1,4,12,5
8,6.0,2294.0,1,4,11,5
8,7.0,1448.0,1,4,10,5
7,6.0,684.0,1,4,9,5
7,5.0,328.0,1,4,8,5
7,5.0,133.0,1,4,7,5
8,7.0,128.0,1,4,6,5
8,7.0,51.0,1,4,5,5
7,7.0,40.0,1,4,4,5
8,8.0,89.0,1,4,3,5
7,5.0,136.0,1,4,2,5
7,7.0,107.0,1,4,1,5
7,4.0,165.0,1,4,0,5
6,5.0,195.0,1,3,23,4
7,8.0,216.0,1,3,22,4
6,5.0,238.0,1,3,21,4
6,5.0,298.0,1,3,20,4
6,5.0,301.0,1,3,19,4
6,6.0,387.0,1,3,18,4
6,6.0,1045.0,1,3,17,4
6,5.0,1712.0,1,3,16,4
7,4.0,2188.0,1,3,15,4
7,6.0,2465.0,1,3,14,4
7,6.0,2350.0,1,3,13,4
6,5.0,2403.0,1,3,12,4
6,3.0,1825.0,1,3,11,4
7,4.0,1099.0,1,3,10,4
7,3.0,668.0,1,3,9,4
7,4.0,447.0,1,3,8,4
7,6.0,192.0,1,3,7,4
9,6.0,92.0,1,3,6,4
10,3.0,53.0,1,3,5,4
10,4.0,25.0,1,3,4,4
10,6.0,24.0,1,3,3,4
10,5.0,72.0,1,3,2,4
10,6.0,62.0,1,3,1,4
6,7.0,73.0,1,3,0,4
10,8.0,145.0,1,2,23,3
10,8.0,235.0,1,2,22,3
10,8.0,194.0,1,2,21,3
9,7.0,303.0,1,2,20,3
9,7.0,365.0,1,2,19,3
9,5.0,537.0,1,2,18,3
9,6.0,1427.0,1,2,17,3
9,5.0,2014.0,1,2,16,3
9,8.0,2565.0,1,2,15,3
8,8.0,2925.0,1,2,14,3
8,8.0,2984.0,1,2,13,3
8,8.0,2916.0,1,2,12,3
8,9.0,2160.0,1,2,11,3
8,8.0,1200.0,1,2,10,3
8,5.0,716.0,1,2,9,3
8,4.0,476.0,1,2,8,3
8,6.0,270.0,1,2,7,3
7,5.0,128.0,1,2,6,3
7,6.0,86.0,1,2,5,3
7,6.0,53.0,1,2,4,3
7,6.0,121.0,1,2,3,3
7,6.0,88.0,1,2,2,3
7,6.0,141.0,1,2,1,3
10,7.0,119.0,1,2,0,3
5,3.0,80.0,1,1,23,2
4,4.0,131.0,1,1,22,2
3,3.0,141.0,1,1,21,2
3,3.0,214.0,1,1,20,2
4,5.0,291.0,1,1,19,2
4,4.0,282.0,1,1,18,2
4,5.0,420.0,1,1,17,2
4,5.0,942.0,1,1,16,2
5,4.0,1514.0,1,1,15,2
5,6.0,1816.0,1,1,14,2
6,4.0,1713.0,1,1,13,2
6,4.0,1428.0,1,1,12,2
6,3.0,853.0,1,1,11,2
5,2.0,452.0,1,1,10,2
5,3.0,186.0,1,1,9,2
5,3.0,112.0,1,1,8,2
4,2.0,73.0,1,1,7,2
4,1.0,68.0,1,1,6,2
4,1.0,125.0,1,1,5,2
3,1.0,367.0,1,1,4,2
2,1.0,396.0,1,1,3,2
1,1.0,489.0,1,1,2,2
0,1.0,619.0,1,1,1,2
6,6.0,849.0,1,1,0,2
1,0.0,837.0,12,31,23,1
1,1.0,802.0,12,31,22,1
1,0.0,715.0,12,31,21,1
1,0.0,660.0,12,31,20,1
1,1.0,560.0,12,31,19,1
0,0.0,658.0,12,31,18,1
1,1.0,1104.0,12,31,17,1
4,1.0,1949.0,12,31,16,1
6,1.0,3345.0,12,31,15,1
7,1.0,3755.0,12,31,14,1
7,0.0,3679.0,12,31,13,1
6,0.0,3563.0,12,31,12,1
2,1.0,2768.0,12,31,11,1
0,2.0,1599.0,12,31,10,1
0,1.0,878.0,12,31,9,1
0,1.0,452.0,12,31,8,1
-1,1.0,230.0,12,31,7,1
0,1.0,119.0,12,31,6,1
0,1.0,64.0,12,31,5,1
0,2.0,25.0,12,31,4,1
2,1.0,37.0,12,31,3,1
4,2.0,80.0,12,31,2,1
5,3.0,66.0,12,31,1,1
0,0.0,105.0,12,31,0,1
6,2.0,710.0,12,30,23,0
8,3.0,679.0,12,30,22,0
9,2.0,605.0,12,30,21,0
9,2.0,559.0,12,30,20,0
9,2.0,475.0,12,30,19,0
9,6.0,558.0,12,30,18,0
9,7.0,935.0,12,30,17,0
9,8.0,1652.0,12,30,16,0
9,6.0,2834.0,12,30,15,0
9,5.0,3182.0,12,30,14,0
8,6.0,3117.0,12,30,13,0
8,5.0,3019.0,12,30,12,0
7,4.0,2345.0,12,30,11,0
6,2.0,1355.0,12,30,10,0
4,1.0,744.0,12,30,9,0
4,3.0,382.0,12,30,8,0
5,2.0,194.0,12,30,7,0
5,4.0,101.0,12,30,6,0
5,2.0,55.0,12,30,5,0
5,3.0,22.0,12,30,4,0
5,3.0,32.0,12,30,3,0
5,2.0,68.0,12,30,2,0
6,2.0,56.0,12,30,1,0
6,2.0,90.0,12,30,0,0
7,2.0,210.0,12,29,23,6
7,3.0,228.0,12,29,22,6
7,5.0,306.0,12,29,21,6
7,5.0,394.0,12,29,20,6
8,5.0,431.0,12,29,19,6
8,4.0,526.0,12,29,18,6
8,5.0,919.0,12,29,17,6
8,4.0,2485.0,12,29,16,6
8,6.0,3437.0,12,29,15,6
8,6.0,3757.0,12,29,14,6
8,5.0,3493.0,12,29,13,6
8,6.0,3117.0,12,29,12,6
8,6.0,2171.0,12,29,11,6
7,6.0,856.0,12,29,10,6
7,5.0,315.0,12,29,9,6
7,5.0,139.0,12,29,8,6
7,5.0,86.0,12,29,7,6
7,3.0,59.0,12,29,6,6
7,4.0,26.0,12,29,5,6
8,4.0,95.0,12,29,4,6
7,5.0,218.0,12,29,3,6
8,4.0,186.0,12,29,2,6
7,4.0,207.0,12,29,1,6
7,3.0,292.0,12,29,0,6
8,5.0,472.0,12,28,23,5
8,3.0,410.0,12,28,22,5
8,3.0,518.0,12,28,21,5
8,4.0,583.0,12,28,20,5
8,4.0,640.0,12,28,19,5
9,3.0,801.0,12,28,18,5
8,4.0,1911.0,12,28,17,5
9,4.0,3126.0,12,28,16,5
9,7.0,4056.0,12,28,15,5
9,5.0,4113.0,12,28,14,5
9,5.0,3871.0,12,28,13,5
9,3.0,3653.0,12,28,12,5
9,5.0,3045.0,12,28,11,5
8,5.0,1834.0,12,28,10,5
8,4.0,931.0,12,28,9,5
8,4.0,329.0,12,28,8,5
7,4.0,140.0,12,28,7,5
7,3.0,120.0,12,28,6,5
7,3.0,56.0,12,28,5,5
7,2.0,47.0,12,28,4,5
7,3.0,155.0,12,28,3,5
7,3.0,145.0,12,28,2,5
7,3.0,171.0,12,28,1,5
7,4.0,228.0,12,28,0,5
7,4.0,249.0,12,27,23,4
7,3.0,337.0,12,27,22,4
7,3.0,317.0,12,27,21,4
7,3.0,347.0,12,27,20,4
7,3.0,520.0,12,27,19,4
7,3.0,673.0,12,27,18,4
7,3.0,1662.0,12,27,17,4
7,3.0,2485.0,12,27,16,4
7,2.0,3796.0,12,27,15,4
7,2.0,3505.0,12,27,14,4
7,3.0,3548.0,12,27,13,4
7,2.0,3656.0,12,27,12,4
7,2.0,3238.0,12,27,11,4
7,2.0,1726.0,12,27,10,4
6,2.0,833.0,12,27,9,4
6,2.0,439.0,12,27,8,4
6,1.0,224.0,12,27,7,4
6,2.0,103.0,12,27,6,4
5,1.0,66.0,12,27,5,4
6,1.0,32.0,12,27,4,4
6,1.0,73.0,12,27,3,4
6,2.0,78.0,12,27,2,4
7,2.0,87.0,12,27,1,4
7,4.0,135.0,12,27,0,4
7,2.0,316.0,12,26,23,3
7,5.0,312.0,12,26,22,3
7,5.0,261.0,12,26,21,3
7,4.0,225.0,12,26,20,3
7,2.0,290.0,12,26,19,3
6,2.0,325.0,12,26,18,3
6,3.0,744.0,12,26,17,3
7,3.0,1550.0,12,26,16,3
7,4.0,2393.0,12,26,15,3
7,5.0,2609.0,12,26,14,3
6,4.0,2891.0,12,26,13,3
6,5.0,2540.0,12,26,12,3
6,4.0,2192.0,12,26,11,3
6,4.0,1411.0,12,26,10,3
5,3.0,772.0,12,26,9,3
4,3.0,318.0,12,26,8,3
4,2.0,134.0,12,26,7,3
4,2.0,68.0,12,26,6,3
4,2.0,71.0,12,26,5,3
3,2.0,12.0,12,26,4,3
4,1.0,6.0,12,26,3,3
5,1.0,4.0,12,26,2,3
5,2.0,11.0,12,26,1,3
7,3.0,24.0,12,26,0,3
5,1.0,41.0,12,25,23,2
5,1.0,54.0,12,25,22,2
5,1.0,128.0,12,25,21,2
5,0.0,113.0,12,25,20,2
6,0.0,219.0,12,25,19,2
6,1.0,239.0,12,25,18,2
6,1.0,318.0,12,25,17,2
7,1.0,318.0,12,25,16,2
8,2.0,446.0,12,25,15,2
8,3.0,488.0,12,25,14,2
7,4.0,533.0,12,25,13,2
7,5.0,602.0,12,25,12,2
6,3.0,465.0,12,25,11,2
5,3.0,307.0,12,25,10,2
3,3.0,272.0,12,25,9,2
4,4.0,83.0,12,25,8,2
3,3.0,29.0,12,25,7,2
2,2.0,14.0,12,25,6,2
3,2.0,15.0,12,25,5,2
3,2.0,11.0,12,25,4,2
4,3.0,44.0,12,25,3,2
4,2.0,206.0,12,25,2,2
5,4.0,244.0,12,25,1,2
5,2.0,289.0,12,25,0,2
6,4.0,165.0,12,24,23,1
6,4.0,208.0,12,24,22,1
7,2.0,245.0,12,24,21,1
7,3.0,279.0,12,24,20,1
8,5.0,360.0,12,24,19,1
8,4.0,439.0,12,24,18,1
8,4.0,974.0,12,24,17,1
9,4.0,2021.0,12,24,16,1
9,3.0,3318.0,12,24,15,1
8,2.0,4065.0,12,24,14,1
8,3.0,4256.0,12,24,13,1
7,2.0,4114.0,12,24,12,1
6,3.0,3155.0,12,24,11,1
6,2.0,2872.0,12,24,10,1
5,1.0,1505.0,12,24,9,1
5,2.0,627.0,12,24,8,1
5,2.0,333.0,12,24,7,1
5,2.0,152.0,12,24,6,1
6,4.0,97.0,12,24,5,1
6,4.0,39.0,12,24,4,1
5,1.0,84.0,12,24,3,1
5,2.0,133.0,12,24,2,1
5,4.0,111.0,12,24,1,1
6,4.0,170.0,12,24,0,1
5,4.0,209.0,12,23,23,0
6,4.0,263.0,12,23,22,0
7,6.0,308.0,12,23,21,0
8,5.0,352.0,12,23,20,0
8,7.0,455.0,12,23,19,0
8,6.0,555.0,12,23,18,0
8,5.0,1231.0,12,23,17,0
9,7.0,2554.0,12,23,16,0
9,7.0,4194.0,12,23,15,0
8,4.0,5138.0,12,23,14,0
8,5.0,5380.0,12,23,13,0
8,6.0,5200.0,12,23,12,0
8,6.0,3987.0,12,23,11,0
7,6.0,3631.0,12,23,10,0
7,4.0,1903.0,12,23,9,0
7,4.0,793.0,12,23,8,0
6,4.0,421.0,12,23,7,0
6,5.0,192.0,12,23,6,0
6,5.0,124.0,12,23,5,0
6,5.0,50.0,12,23,4,0
6,3.0,106.0,12,23,3,0
6,2.0,168.0,12,23,2,0
6,4.0,140.0,12,23,1,0
6,5.0,215.0,12,23,0,0
6,3.0,241.0,12,22,23,6
6,5.0,271.0,12,22,22,6
6,4.0,358.0,12,22,21,6
7,4.0,332.0,12,22,20,6
6,2.0,463.0,12,22,19,6
6,3.0,567.0,12,22,18,6
6,2.0,1151.0,12,22,17,6
6,2.0,2654.0,12,22,16,6
7,3.0,4097.0,12,22,15,6
8,3.0,4348.0,12,22,14,6
7,4.0,4507.0,12,22,13,6
7,4.0,3942.0,12,22,12,6
6,2.0,3339.0,12,22,11,6
6,3.0,1440.0,12,22,10,6
6,2.0,558.0,12,22,9,6
5,2.0,247.0,12,22,8,6
6,2.0,152.0,12,22,7,6
6,2.0,82.0,12,22,6,6
6,2.0,48.0,12,22,5,6
6,2.0,163.0,12,22,4,6
5,2.0,378.0,12,22,3,6
5,2.0,452.0,12,22,2,6
6,1.0,451.0,12,22,1,6
5,3.0,580.0,12,22,0,6
6,2.0,579.0,12,21,23,5
7,2.0,495.0,12,21,22,5
6,1.0,601.0,12,21,21,5
6,1.0,604.0,12,21,20,5
6,2.0,509.0,12,21,19,5
7,2.0,697.0,12,21,18,5
7,2.0,1750.0,12,21,17,5
7,2.0,2461.0,12,21,16,5
8,2.0,4306.0,12,21,15,5
8,3.0,4988.0,12,21,14,5
8,3.0,4967.0,12,21,13,5
7,3.0,4508.0,12,21,12,5
7,3.0,4051.0,12,21,11,5
6,2.0,2683.0,12,21,10,5
6,3.0,1438.0,12,21,9,5
5,2.0,452.0,12,21,8,5
5,3.0,173.0,12,21,7,5
4,2.0,126.0,12,21,6,5
4,3.0,60.0,12,21,5,5
5,3.0,64.0,12,21,4,5
4,2.0,298.0,12,21,3,5
4,3.0,312.0,12,21,2,5
5,5.0,310.0,12,21,1,5
6,2.0,409.0,12,21,0,5
5,4.0,430.0,12,20,23,4
6,6.0,487.0,12,20,22,4
7,6.0,487.0,12,20,21,4
7,6.0,525.0,12,20,20,4
7,6.0,838.0,12,20,19,4
7,5.0,1044.0,12,20,18,4
7,3.0,2040.0,12,20,17,4
7,5.0,2699.0,12,20,16,4
7,4.0,3534.0,12,20,15,4
7,3.0,3553.0,12,20,14,4
7,2.0,3366.0,12,20,13,4
7,2.0,3239.0,12,20,12,4
7,2.0,2779.0,12,20,11,4
7,2.0,1989.0,12,20,10,4
6,1.0,1129.0,12,20,9,4
7,1.0,468.0,12,20,8,4
7,1.0,227.0,12,20,7,4
8,3.0,117.0,12,20,6,4
8,3.0,51.0,12,20,5,4
8,2.0,38.0,12,20,4,4
9,3.0,65.0,12,20,3,4
9,2.0,77.0,12,20,2,4
10,4.0,124.0,12,20,1,4
5,4.0,166.0,12,20,0,4
10,4.0,181.0,12,19,23,3
10,5.0,334.0,12,19,22,3
10,5.0,320.0,12,19,21,3
11,6.0,413.0,12,19,20,3
11,6.0,637.0,12,19,19,3
10,7.0,1129.0,12,19,18,3
10,6.0,2022.0,12,19,17,3
10,5.0,2499.0,12,19,16,3
11,2.0,2792.0,12,19,15,3
12,4.0,2790.0,12,19,14,3
12,4.0,2913.0,12,19,13,3
12,5.0,3189.0,12,19,12,3
11,4.0,2674.0,12,19,11,3
11,5.0,1637.0,12,19,10,3
11,5.0,1128.0,12,19,9,3
10,5.0,479.0,12,19,8,3
10,5.0,228.0,12,19,7,3
10,5.0,130.0,12,19,6,3
9,5.0,44.0,12,19,5,3
10,5.0,63.0,12,19,4,3
10,5.0,214.0,12,19,3,3
10,5.0,159.0,12,19,2,3
9,5.0,253.0,12,19,1,3
11,5.0,218.0,12,19,0,3
8,5.0,240.0,12,18,23,2
7,6.0,271.0,12,18,22,2
6,6.0,280.0,12,18,21,2
7,5.0,295.0,12,18,20,2
7,5.0,403.0,12,18,19,2
6,5.0,725.0,12,18,18,2
5,3.0,1760.0,12,18,17,2
5,4.0,2277.0,12,18,16,2
5,3.0,2646.0,12,18,15,2
4,3.0,2976.0,12,18,14,2
3,3.0,3162.0,12,18,13,2
2,2.0,3083.0,12,18,12,2
1,3.0,2678.0,12,18,11,2
0,2.0,1691.0,12,18,10,2
0,3.0,1065.0,12,18,9,2
0,2.0,543.0,12,18,8,2
0,3.0,238.0,12,18,7,2
0,2.0,100.0,12,18,6,2
0,2.0,50.0,12,18,5,2
0,2.0,21.0,12,18,4,2
1,1.0,40.0,12,18,3,2
1,3.0,37.0,12,18,2,2
1,3.0,43.0,12,18,1,2
9,5.0,123.0,12,18,0,2
2,4.0,181.0,12,17,23,1
2,3.0,220.0,12,17,22,1
3,4.0,199.0,12,17,21,1
2,3.0,216.0,12,17,20,1
2,3.0,316.0,12,17,19,1
3,4.0,450.0,12,17,18,1
3,3.0,1290.0,12,17,17,1
3,0.0,1994.0,12,17,16,1
4,1.0,2385.0,12,17,15,1
4,2.0,2542.0,12,17,14,1
4,2.0,3046.0,12,17,13,1
3,2.0,2997.0,12,17,12,1
1,0.0,2347.0,12,17,11,1
0,1.0,1810.0,12,17,10,1
0,1.0,1044.0,12,17,9,1
-1,1.0,577.0,12,17,8,1
-1,1.0,288.0,12,17,7,1
-1,0.0,156.0,12,17,6,1
-1,1.0,80.0,12,17,5,1
0,1.0,39.0,12,17,4,1
0,0.0,47.0,12,17,3,1
0,1.0,59.0,12,17,2,1
1,1.0,71.0,12,17,1,1
1,2.0,56.0,12,17,0,1
1,1.0,111.0,12,16,23,0
3,3.0,159.0,12,16,22,0
3,1.0,213.0,12,16,21,0
3,1.0,284.0,12,16,20,0
4,2.0,396.0,12,16,19,0
4,4.0,648.0,12,16,18,0
5,4.0,1560.0,12,16,17,0
5,4.0,2260.0,12,16,16,0
6,3.0,2803.0,12,16,15,0
6,3.0,3186.0,12,16,14,0
6,6.0,3389.0,12,16,13,0
6,6.0,3203.0,12,16,12,0
5,6.0,2955.0,12,16,11,0
5,5.0,1843.0,12,16,10,0
4,4.0,851.0,12,16,9,0
4,7.0,509.0,12,16,8,0
4,6.0,278.0,12,16,7,0
4,5.0,100.0,12,16,6,0
4,4.0,66.0,12,16,5,0
4,4.0,20.0,12,16,4,0
4,6.0,38.0,12,16,3,0
5,6.0,61.0,12,16,2,0
5,8.0,74.0,12,16,1,0
1,1.0,93.0,12,16,0,0
5,6.0,121.0,12,15,23,6
5,6.0,172.0,12,15,22,6
5,6.0,129.0,12,15,21,6
5,5.0,268.0,12,15,20,6
5,7.0,339.0,12,15,19,6
5,5.0,530.0,12,15,18,6
5,3.0,950.0,12,15,17,6
4,2.0,2338.0,12,15,16,6
5,5.0,3926.0,12,15,15,6
5,4.0,4422.0,12,15,14,6
5,7.0,4362.0,12,15,13,6
5,8.0,4151.0,12,15,12,6
5,8.0,3327.0,12,15,11,6
5,8.0,1484.0,12,15,10,6
